Room_Area,Room_Height,Room_Volume,Occupancy,Outdoor_Temperature,Window_Area,Equipment_Load,Insulation_Level,Sun_Exposure,AC_Capacity_Ton
79,3.6,284.4,6,33,11.9,1.1,5,3,2.5
47,3.4,159.8,3,40,9.4,0.3,5,2,1.5
54,3.9,210.6,4,38,7.1,0.7,3,3,2.0
88,3.3,290.4,5,37,14.3,0.5,1,2,3.0
57,4.2,239.4,6,34,11.0,0.7,2,3,2.5
58,4.1,237.8,5,44,8.2,1.0,5,2,2.0
43,3.8,163.4,3,27,6.9,0.4,3,2,1.5
27,4.0,108.0,3,40,3.3,0.5,3,3,1.5
26,3.4,88.4,2,32,3.4,0.3,2,3,1.0
60,3.6,216.0,4,36,10.6,0.6,1,2,2.0
16,3.2,51.2,1,42,2.1,0.1,3,3,1.0
49,4.0,196.0,3,29,9.0,0.5,4,3,1.5
95,3.5,332.5,6,42,16.0,0.8,5,2,3.0
22,3.6,79.2,1,44,2.2,0.1,3,3,1.0
40,4.0,160.0,3,40,6.4,0.4,2,3,1.5
88,3.9,343.2,5,25,10.5,0.9,4,2,2.5
48,3.3,158.4,3,31,7.5,0.4,1,1,1.5
21,2.9,60.9,1,32,2.5,0.1,1,2,1.0
82,3.0,246.0,6,34,15.5,0.7,5,1,2.5
72,3.3,237.6,5,42,10.7,0.6,5,2,2.5
89,3.2,284.8,6,27,12.5,0.7,1,3,2.5
43,2.9,124.7,3,29,7.3,0.3,5,1,1.0
50,3.4,170.0,3,37,7.4,0.5,4,1,1.5
35,2.9,101.5,3,35,4.8,0.5,1,3,1.5
50,3.1,155.0,5,29,6.8,0.8,1,1,1.5
24,3.9,93.6,3,40,3.8,0.4,4,2,1.0
87,3.5,304.5,10,44,8.8,1.5,2,3,3.0
38,3.3,125.4,4,28,6.4,0.7,1,2,1.5
78,3.1,241.8,8,32,14.3,0.9,3,2,2.5
63,4.0,252.0,8,31,12.6,1.5,4,3,2.5
50,4.1,205.0,3,38,9.7,0.4,4,1,1.5
96,3.5,336.0,6,37,11.3,1.0,2,2,3.0
38,4.1,155.8,3,28,5.0,0.6,3,2,1.5
37,3.5,129.5,2,36,6.6,0.3,2,3,1.5
76,3.0,228.0,5,31,12.6,0.6,4,2,2.0
51,2.8,142.8,6,37,5.3,1.0,3,2,1.5
26,3.0,78.0,2,26,4.5,0.3,2,1,1.0
69,3.7,255.3,5,39,13.4,0.7,5,3,2.5
27,3.2,86.4,2,41,4.4,0.3,2,1,1.0
37,3.7,136.9,2,31,5.7,0.4,5,3,1.0
44,3.5,154.0,5,41,6.0,0.8,2,1,1.5
31,3.3,102.3,2,25,3.8,0.4,3,3,1.0
76,3.1,235.6,5,30,13.0,0.9,2,1,2.5
98,2.9,284.2,6,27,17.2,0.9,5,2,2.5
100,3.9,390.0,11,44,12.5,1.1,5,3,3.5
27,3.9,105.3,2,43,4.4,0.3,5,3,1.0
73,3.6,262.8,4,34,10.8,0.8,3,3,2.5
33,3.0,99.0,2,41,4.4,0.3,5,3,1.0
63,3.2,201.6,5,28,8.8,0.7,2,2,2.0
26,4.1,106.6,2,28,4.0,0.3,5,2,1.0
75,3.1,232.5,5,32,12.8,0.9,1,2,2.5
33,2.9,95.7,2,38,6.0,0.2,1,1,1.0
90,3.6,324.0,8,40,10.2,1.5,4,1,3.0
23,3.2,73.6,2,27,3.0,0.2,1,3,1.0
85,4.1,348.5,5,44,16.7,0.7,2,2,3.0
42,3.6,151.2,5,31,5.1,0.8,5,1,1.5
92,4.2,386.4,7,40,9.8,1.1,2,2,3.5
66,3.9,257.4,4,43,7.2,0.8,1,2,2.5
97,3.8,368.6,9,35,18.7,0.9,1,3,3.5
30,4.0,120.0,3,34,3.3,0.5,1,2,1.5
83,3.6,298.8,5,31,14.5,0.5,2,3,2.5
26,2.8,72.8,2,45,4.3,0.3,5,3,1.0
39,3.3,128.7,4,33,6.7,0.4,4,3,1.5
66,3.1,204.6,7,25,11.4,0.9,5,3,2.0
99,3.4,336.6,7,40,10.0,1.0,2,3,3.0
67,3.5,234.5,8,42,12.1,0.8,5,2,2.5
37,3.0,111.0,3,32,5.0,0.4,4,1,1.0
30,2.8,84.0,2,30,4.4,0.3,5,2,1.0
71,3.0,213.0,9,28,13.2,1.6,5,3,2.5
53,4.0,212.0,3,31,6.6,0.5,2,1,2.0
67,3.9,261.3,4,43,13.2,0.4,4,3,2.5
56,3.9,218.4,5,43,10.3,0.9,5,3,2.0
72,3.2,230.4,9,33,8.3,1.3,4,3,2.5
53,3.1,164.3,5,39,10.2,0.5,1,1,2.0
28,2.9,81.2,2,31,3.1,0.4,4,1,1.0
19,3.5,66.5,2,36,3.1,0.3,3,1,1.0
49,3.3,161.7,3,37,9.8,0.4,2,3,2.0
89,4.0,356.0,6,43,10.4,1.0,4,2,3.0
32,3.8,121.6,3,30,5.3,0.4,4,2,1.0
90,3.0,270.0,6,37,12.9,0.7,3,2,2.5
23,4.2,96.6,2,35,3.8,0.2,1,1,1.0
88,3.9,343.2,5,25,15.2,0.5,2,2,3.0
72,3.8,273.6,6,31,8.4,0.9,3,3,2.5
31,3.1,96.1,2,44,5.8,0.4,5,3,1.0
21,4.1,86.1,2,32,3.7,0.3,5,3,1.0
60,3.5,210.0,4,26,9.1,0.5,2,1,2.0
27,3.2,86.4,2,32,3.0,0.3,5,1,1.0
54,3.7,199.8,3,38,6.4,0.3,1,1,2.0
56,3.1,173.6,4,37,8.9,0.5,4,1,1.5
23,4.1,94.3,2,31,3.8,0.2,3,2,1.0
64,4.0,256.0,5,25,8.4,0.9,3,2,2.0
41,3.5,143.5,3,29,7.7,0.3,2,3,1.5
80,3.1,248.0,5,34,9.0,0.6,5,2,2.5
19,3.5,66.5,2,41,3.3,0.3,4,3,1.0
43,3.0,129.0,3,34,7.5,0.5,4,2,1.5
51,3.2,163.2,4,35,7.5,0.5,5,1,1.5
52,3.5,182.0,3,45,8.1,0.3,5,3,2.0
97,2.8,271.6,11,35,18.2,2.0,4,1,3.0
22,3.9,85.8,1,37,3.0,0.2,5,3,1.0
79,3.1,244.9,5,29,14.2,0.6,2,2,2.5
100,4.0,400.0,12,34,15.8,1.3,3,2,3.5
31,2.8,86.8,2,38,5.4,0.2,5,3,1.0
85,3.5,297.5,8,29,10.0,1.4,1,2,3.0
59,3.9,230.1,5,27,10.1,0.9,3,3,2.0
18,3.1,55.8,1,42,2.5,0.2,1,2,1.0
50,3.8,190.0,3,35,6.8,0.4,3,1,1.5
84,3.8,319.2,7,29,12.5,1.0,5,1,2.5
45,3.7,166.5,5,34,6.7,0.8,5,1,1.5
33,3.3,108.9,2,34,5.1,0.4,5,1,1.0
75,3.9,292.5,7,34,8.5,1.4,4,1,2.5
68,3.7,251.6,7,35,7.2,1.1,3,1,2.5
53,3.6,190.8,5,33,6.4,0.8,1,1,2.0
88,3.9,343.2,6,37,13.6,1.0,5,3,3.0
33,3.1,102.3,2,44,5.6,0.2,2,3,1.5
53,3.1,164.3,5,33,8.6,0.7,1,2,2.0
81,3.3,267.3,5,37,14.8,0.9,4,3,2.5
59,2.9,171.1,4,38,6.0,0.5,5,3,2.0
27,3.3,89.1,3,35,4.3,0.4,5,2,1.0
72,3.4,244.8,9,33,11.9,1.4,3,1,2.5
34,3.5,119.0,2,28,6.0,0.3,2,2,1.0
86,3.2,275.2,10,25,16.0,1.4,1,1,3.0
75,4.1,307.5,8,25,10.4,1.4,4,3,2.5
53,3.2,169.6,4,36,7.9,0.4,3,2,1.5
15,4.0,60.0,1,44,1.5,0.2,1,1,1.0
17,3.4,57.8,1,25,2.0,0.1,4,3,1.0
91,3.8,345.8,6,29,10.2,0.6,2,1,3.0
76,3.0,228.0,5,37,9.1,0.6,4,3,2.5
77,3.6,277.2,9,37,15.3,1.6,4,3,3.0
39,4.1,159.9,4,28,7.4,0.6,2,2,1.5
70,3.7,259.0,7,38,9.8,1.2,5,2,2.5
47,3.9,183.3,4,41,8.4,0.7,2,3,2.0
52,3.2,166.4,3,28,7.5,0.5,3,3,1.5
20,3.9,78.0,2,34,3.4,0.3,5,1,1.0
72,3.3,237.6,4,36,9.7,0.4,5,2,2.0
58,3.5,203.0,5,31,8.5,0.7,5,2,2.0
59,3.1,182.9,4,26,11.2,0.8,1,3,2.0
46,3.5,161.0,3,34,7.9,0.3,4,2,1.5
59,3.5,206.5,4,34,11.6,0.7,4,3,2.0
75,3.7,277.5,6,45,12.6,0.6,4,1,2.5
61,4.0,244.0,5,42,10.7,0.5,4,3,2.5
35,3.2,112.0,3,28,6.1,0.5,4,2,1.0
94,4.2,394.8,6,28,11.1,0.7,5,1,3.0
99,4.0,396.0,9,29,10.2,1.7,4,2,3.5
89,3.4,302.6,11,37,17.3,1.4,1,3,3.5
50,3.1,155.0,3,29,5.2,0.4,2,1,1.5
33,2.9,95.7,2,42,4.1,0.4,3,2,1.0
34,3.1,105.4,3,27,6.6,0.5,2,3,1.0
71,4.0,284.0,8,36,12.5,1.2,1,1,2.5
32,3.2,102.4,3,45,3.9,0.5,4,1,1.0
61,3.0,183.0,4,34,9.7,0.5,3,1,2.0
63,2.8,176.4,7,26,9.2,1.4,3,2,2.0
28,3.2,89.6,2,40,3.7,0.2,2,3,1.0
29,3.1,89.9,3,30,3.0,0.6,4,1,1.0
45,2.9,130.5,4,36,5.4,0.5,3,1,1.5
15,4.1,61.5,2,30,2.2,0.2,2,3,1.0
68,3.2,217.6,6,43,11.9,0.7,5,3,2.5
17,2.8,47.6,1,29,2.4,0.2,4,2,1.0
30,4.1,123.0,2,42,3.2,0.3,1,2,1.5
71,3.6,255.6,8,29,8.5,1.0,4,3,2.5
89,2.9,258.1,6,26,15.6,0.6,4,2,2.5
26,2.8,72.8,2,26,5.1,0.3,3,3,1.0
88,3.0,264.0,9,25,11.4,1.4,1,1,2.5
30,3.6,108.0,2,28,4.8,0.4,2,1,1.0
86,2.9,249.4,6,32,14.5,0.6,3,2,2.5
90,3.6,324.0,6,43,9.8,0.6,5,3,3.0
38,3.7,140.6,3,45,7.4,0.5,2,2,1.5
42,3.0,126.0,3,37,6.7,0.4,1,1,1.5
22,3.5,77.0,2,42,3.4,0.3,3,2,1.0
50,4.1,205.0,3,31,7.7,0.3,4,3,1.5
22,4.0,88.0,2,38,2.3,0.4,5,1,1.0
72,3.8,273.6,5,44,11.4,0.6,1,2,2.5
74,3.5,259.0,6,27,8.2,1.2,1,1,2.5
64,3.4,217.6,7,36,9.2,1.0,3,3,2.5
42,3.4,142.8,3,30,4.6,0.3,4,2,1.5
55,3.9,214.5,7,25,6.7,1.3,3,3,2.0
78,3.6,280.8,5,36,10.9,0.8,3,3,2.5
41,3.9,159.9,2,27,5.3,0.4,2,2,1.5
77,4.2,323.4,5,42,12.1,0.5,2,1,3.0
31,3.7,114.7,2,29,4.6,0.3,2,3,1.0
87,3.6,313.2,7,37,9.5,0.8,1,1,3.0
47,3.4,159.8,3,25,8.2,0.5,3,3,1.5
98,3.1,303.8,10,45,14.1,1.0,4,3,3.5
91,3.3,300.3,11,43,13.6,1.9,2,3,3.5
43,3.5,150.5,4,44,8.1,0.5,1,2,2.0
27,2.8,75.6,2,40,3.1,0.4,2,3,1.0
60,3.5,210.0,6,38,7.8,1.0,3,3,2.0
49,4.0,196.0,4,40,7.7,0.8,1,1,2.0
20,4.2,84.0,2,39,2.8,0.4,2,3,1.0
96,4.0,384.0,9,31,14.4,1.6,4,2,3.5
83,3.0,249.0,5,32,8.8,0.9,2,1,2.5
61,3.0,183.0,5,36,10.8,0.5,4,1,2.0
39,3.4,132.6,3,44,4.9,0.6,3,3,1.5
80,3.1,248.0,7,27,15.6,1.3,3,2,2.5
24,3.7,88.8,2,33,4.1,0.3,4,2,1.0
70,2.9,203.0,5,34,7.3,0.8,1,2,2.0
44,3.4,149.6,4,31,5.0,0.7,1,2,1.5
19,3.2,60.8,1,34,2.7,0.1,1,2,1.0
47,3.6,169.2,5,37,7.0,0.7,3,3,2.0
79,3.9,308.1,7,27,8.1,0.8,1,2,2.5
32,4.1,131.2,3,35,4.7,0.6,5,1,1.0
63,4.1,258.3,4,43,9.8,0.8,5,3,2.5
25,3.3,82.5,2,31,4.9,0.3,3,2,1.0
99,4.0,396.0,8,26,10.6,0.8,5,3,3.0
40,3.6,144.0,3,28,5.3,0.5,2,2,1.5
77,3.8,292.6,5,31,8.4,0.9,4,1,2.5
100,4.0,400.0,7,31,19.4,0.8,3,3,3.5
73,3.0,219.0,5,28,10.8,0.9,5,3,2.0
41,4.1,168.1,3,40,8.2,0.3,3,1,1.5
63,3.6,226.8,4,32,11.4,0.6,2,3,2.0
91,3.3,300.3,5,27,10.2,0.6,1,1,2.5
47,3.3,155.1,3,26,4.7,0.5,4,3,1.5
15,3.9,58.5,1,36,2.2,0.2,2,3,1.0
35,3.8,133.0,2,45,4.1,0.2,2,3,1.5
69,3.8,262.2,8,36,8.0,1.5,3,1,2.5
20,3.2,64.0,2,29,3.4,0.4,3,1,1.0
95,3.0,285.0,9,41,14.8,1.0,5,1,3.0
83,3.8,315.4,8,26,15.4,0.9,3,2,3.0
19,3.2,60.8,2,33,2.4,0.2,4,3,1.0
17,3.1,52.7,1,39,3.3,0.2,5,2,1.0
67,3.1,207.7,7,43,7.3,1.2,1,1,2.5
37,3.0,111.0,2,38,4.6,0.4,5,1,1.0
67,3.4,227.8,7,26,12.3,0.9,4,2,2.0
51,3.2,163.2,5,37,7.0,0.7,1,3,2.0
88,4.1,360.8,6,41,12.8,1.1,5,3,3.0
88,3.8,334.4,9,42,17.2,1.1,1,3,3.5
97,3.8,368.6,7,27,16.9,1.1,3,1,3.0
31,3.4,105.4,2,31,5.4,0.2,3,1,1.0
99,3.6,356.4,8,40,14.8,1.1,1,1,3.5
92,3.5,322.0,8,38,18.3,1.4,1,2,3.5
87,3.0,261.0,6,36,10.3,0.9,2,3,2.5
15,2.9,43.5,1,41,2.5,0.1,4,3,1.0
65,3.8,247.0,6,31,11.6,0.9,3,3,2.5
59,3.0,177.0,4,41,6.1,0.7,2,2,2.0
91,2.9,263.9,6,38,12.6,0.9,2,3,3.0
18,3.4,61.2,1,28,3.6,0.2,4,2,1.0
76,3.8,288.8,6,37,8.6,0.8,1,1,2.5
79,3.9,308.1,9,41,12.7,0.9,5,1,3.0
46,4.0,184.0,5,35,5.3,0.9,5,3,2.0
48,3.1,148.8,3,38,7.1,0.6,1,2,1.5
86,4.2,361.2,6,25,16.8,1.1,3,3,3.0
53,3.9,206.7,4,43,9.6,0.8,3,3,2.0
40,3.0,120.0,5,31,7.9,0.7,3,3,1.5
48,4.0,192.0,6,29,5.4,1.0,2,3,2.0
68,3.5,238.0,4,35,9.6,0.5,1,2,2.5
17,2.9,49.3,1,42,2.6,0.1,4,2,1.0
64,3.0,192.0,5,36,8.3,0.7,3,2,2.0
26,3.4,88.4,2,29,4.2,0.2,5,1,1.0
79,3.5,276.5,7,41,11.8,1.1,1,3,3.0
68,4.1,278.8,6,32,7.7,0.8,1,3,2.5
19,3.1,58.9,2,42,2.3,0.3,4,1,1.0
71,3.5,248.5,9,27,11.3,1.2,4,2,2.5
31,3.1,96.1,2,38,3.8,0.3,4,2,1.0
61,3.6,219.6,5,42,10.5,0.8,3,1,2.0
37,4.1,151.7,2,29,4.1,0.4,3,3,1.5
93,3.6,334.8,6,42,11.5,0.8,3,1,3.0
99,3.5,346.5,6,29,17.5,1.1,4,2,3.0
28,3.9,109.2,3,40,3.6,0.4,4,1,1.0
80,3.0,240.0,5,36,14.3,0.9,5,1,2.5
89,4.1,364.9,7,37,14.5,1.3,3,2,3.5
65,3.6,234.0,7,34,12.0,1.2,4,1,2.5
52,3.8,197.6,4,30,7.6,0.6,2,3,2.0
78,3.9,304.2,5,36,14.4,0.9,3,2,2.5
52,3.7,192.4,4,27,9.4,0.5,5,2,1.5
64,3.7,236.8,5,42,11.5,0.8,3,3,2.5
96,3.8,364.8,6,45,18.4,1.1,4,3,3.5
44,2.9,127.6,3,27,6.4,0.4,3,1,1.0
93,3.3,306.9,7,36,9.7,1.3,4,2,3.0
65,4.1,266.5,6,31,11.4,0.8,2,1,2.5
77,3.2,246.4,5,44,8.1,0.9,5,3,2.5
66,3.6,237.6,4,29,11.6,0.5,1,3,2.5
52,3.0,156.0,3,43,5.9,0.5,5,2,1.5
93,3.3,306.9,7,27,14.5,0.9,3,3,3.0
44,3.8,167.2,3,38,5.3,0.4,1,3,1.5
65,3.7,240.5,4,37,11.3,0.6,2,2,2.5
95,3.4,323.0,7,45,15.6,1.0,3,3,3.5
19,4.1,77.9,1,43,2.8,0.2,2,3,1.0
43,3.9,167.7,3,35,5.0,0.4,1,3,1.5
18,3.2,57.6,1,44,2.8,0.2,5,3,1.0
24,3.5,84.0,2,44,3.2,0.4,1,1,1.0
70,4.0,280.0,4,31,12.1,0.7,5,2,2.5
31,2.8,86.8,2,39,5.5,0.2,2,2,1.0
88,3.6,316.8,10,43,9.7,2.0,2,1,3.5
31,3.1,96.1,3,41,4.0,0.6,1,3,1.5
98,2.9,284.2,10,44,17.9,1.8,3,1,3.5
83,4.1,340.3,7,27,14.9,1.3,5,2,3.0
48,3.9,187.2,4,45,8.7,0.7,5,3,2.0
20,3.1,62.0,1,42,2.7,0.2,1,1,1.0
67,4.0,268.0,6,39,7.0,0.9,1,3,2.5
80,3.0,240.0,6,36,15.6,0.9,5,1,2.5
91,3.5,318.5,5,43,11.0,0.5,3,2,3.0
57,3.8,216.6,5,40,7.4,0.7,1,3,2.0
89,3.5,311.5,6,27,11.3,1.2,3,3,3.0
37,4.0,148.0,2,37,6.7,0.3,3,1,1.5
69,3.7,255.3,5,43,7.5,0.6,3,2,2.5
94,3.4,319.6,10,33,12.4,1.4,3,3,3.0
89,4.1,364.9,9,39,16.0,1.5,5,1,3.5
30,2.9,87.0,3,43,5.8,0.5,1,3,1.5
22,3.5,77.0,2,40,2.8,0.3,5,1,1.0
18,3.7,66.6,2,34,1.9,0.3,1,2,1.0
18,4.0,72.0,1,39,2.7,0.2,5,3,1.0
70,3.6,252.0,8,31,10.4,0.9,1,2,2.5
39,4.0,156.0,3,36,5.5,0.5,3,3,1.5
81,3.4,275.4,6,40,16.0,1.0,1,1,3.0
81,3.2,259.2,6,40,9.5,1.1,1,3,3.0
41,4.2,172.2,4,30,8.1,0.4,4,1,1.5
46,3.7,170.2,3,45,5.3,0.5,3,3,2.0
64,3.4,217.6,5,45,7.5,0.9,3,2,2.5
75,4.0,300.0,5,38,10.4,0.5,5,2,2.5
65,3.8,247.0,6,44,12.4,1.0,1,1,2.5
33,3.7,122.1,3,44,4.1,0.5,4,1,1.5
35,3.8,133.0,3,33,6.4,0.5,1,2,1.5
19,3.8,72.2,1,41,2.5,0.1,1,1,1.0
96,3.5,336.0,6,40,18.4,1.0,5,3,3.0
56,3.4,190.4,4,25,5.7,0.4,3,2,1.5
75,4.1,307.5,6,45,13.1,0.8,4,2,3.0
36,3.5,126.0,4,30,4.6,0.7,3,3,1.5
35,3.1,108.5,2,34,5.2,0.3,1,3,1.5
84,3.5,294.0,8,43,12.8,0.8,1,1,3.0
15,2.8,42.0,1,33,2.8,0.1,5,3,1.0
19,3.8,72.2,2,42,3.0,0.3,2,3,1.0
26,3.0,78.0,2,44,4.1,0.3,2,1,1.0
60,3.0,180.0,7,40,9.6,0.9,3,1,2.0
48,4.1,196.8,3,29,4.9,0.3,3,3,1.5
63,3.9,245.7,7,41,7.1,1.4,5,3,2.5
92,3.4,312.8,5,40,13.7,0.6,5,3,3.0
59,3.1,182.9,7,35,9.8,1.3,4,1,2.0
41,4.0,164.0,2,43,4.9,0.2,1,2,1.5
87,4.2,365.4,8,32,9.0,1.2,1,2,3.0
40,3.5,140.0,3,28,6.4,0.5,3,2,1.5
61,3.6,219.6,4,27,7.0,0.6,4,3,2.0
100,3.1,310.0,6,38,10.1,1.0,1,3,3.0
70,3.6,252.0,6,28,7.7,0.9,1,1,2.5
77,3.4,261.8,6,44,8.2,0.8,3,1,2.5
62,4.0,248.0,5,29,11.6,1.0,5,3,2.0
75,3.3,247.5,5,39,9.9,0.9,3,1,2.5
95,3.7,351.5,9,42,15.7,1.5,4,3,3.5
40,3.1,124.0,3,43,5.8,0.5,5,1,1.5
50,2.9,145.0,3,45,7.5,0.6,2,1,1.5
15,2.9,43.5,2,33,2.0,0.3,2,3,1.0
22,3.4,74.8,2,28,3.2,0.4,2,3,1.0
66,3.0,198.0,8,25,8.1,1.2,3,3,2.0
93,4.2,390.6,10,29,16.9,1.2,1,3,3.5
61,3.9,237.9,7,32,8.4,0.9,1,1,2.0
70,3.8,266.0,5,31,10.7,0.9,1,2,2.5
100,3.9,390.0,6,43,14.8,0.8,1,3,3.5
28,3.2,89.6,2,36,5.4,0.2,2,3,1.0
42,4.0,168.0,4,36,5.6,0.6,1,2,1.5
92,4.2,386.4,6,43,13.3,1.0,4,3,3.5
16,3.2,51.2,1,32,2.1,0.2,3,2,1.0
40,4.2,168.0,4,26,7.3,0.6,5,3,1.5
28,3.2,89.6,2,34,3.2,0.2,4,3,1.0
73,2.8,204.4,8,28,10.1,1.2,4,3,2.5
70,3.3,231.0,4,45,12.5,0.7,2,2,2.5
21,4.2,88.2,2,45,3.8,0.4,5,2,1.0
17,3.7,62.9,1,34,3.3,0.1,2,1,1.0
37,3.8,140.6,2,28,7.3,0.3,2,1,1.0
32,3.1,99.2,2,43,4.4,0.2,2,1,1.0
52,3.0,156.0,3,42,7.4,0.3,3,3,1.5
29,4.0,116.0,3,41,4.3,0.5,1,3,1.5
78,3.4,265.2,9,32,11.9,1.6,4,3,3.0
42,2.8,117.6,3,44,7.1,0.6,4,1,1.5
88,3.2,281.6,10,33,9.3,1.8,1,1,3.0
53,3.1,164.3,4,41,9.5,0.8,3,1,2.0
71,3.6,255.6,5,29,10.7,0.8,2,1,2.5
31,3.9,120.9,2,26,5.1,0.3,4,3,1.0
100,3.5,350.0,7,26,11.7,0.9,1,2,3.0
58,3.1,179.8,5,33,9.0,0.9,1,1,2.0
39,2.9,113.1,4,38,7.5,0.6,5,3,1.5
31,3.2,99.2,2,45,5.5,0.4,2,2,1.5
27,3.9,105.3,2,32,5.0,0.2,2,3,1.0
98,3.4,333.2,8,45,18.1,0.9,2,3,3.5
39,3.2,124.8,3,25,5.5,0.4,3,1,1.0
82,2.8,229.6,8,39,12.9,1.3,3,1,2.5
24,3.5,84.0,2,42,4.6,0.4,1,1,1.0
81,3.8,307.8,6,31,10.0,0.7,3,2,2.5
32,3.1,99.2,2,33,5.1,0.2,3,3,1.0
100,3.6,360.0,12,45,12.3,1.4,1,2,3.5
48,3.4,163.2,4,44,7.7,0.6,5,2,1.5
22,3.8,83.6,3,26,4.3,0.5,1,3,1.0
54,4.0,216.0,3,30,10.7,0.5,2,1,2.0
97,3.2,310.4,7,45,18.4,1.0,4,3,3.0
56,4.1,229.6,4,28,10.9,0.7,5,3,2.0
55,3.8,209.0,7,36,9.4,1.0,3,1,2.0
20,2.9,58.0,2,39,2.3,0.3,5,1,1.0
66,3.9,257.4,5,34,12.9,0.5,3,1,2.0
40,3.5,140.0,3,30,5.1,0.5,5,3,1.5
78,4.1,319.8,7,28,8.4,1.3,2,3,3.0
73,3.3,240.9,4,36,7.5,0.8,1,1,2.5
70,3.6,252.0,7,29,13.6,0.8,1,3,2.5
73,4.1,299.3,4,32,8.8,0.7,1,3,2.5
84,3.2,268.8,10,30,9.2,1.1,1,3,3.0
47,3.5,164.5,4,30,7.2,0.7,1,3,2.0
67,3.9,261.3,6,27,6.7,0.8,5,1,2.0
36,3.8,136.8,3,35,4.0,0.6,1,3,1.5
35,4.0,140.0,3,29,3.7,0.6,4,1,1.0
84,3.5,294.0,6,31,14.1,0.8,2,2,2.5
84,3.2,268.8,7,32,9.0,1.0,1,3,2.5
18,3.5,63.0,2,40,2.7,0.2,2,3,1.0
89,3.3,293.7,6,31,9.6,0.7,3,2,2.5
76,3.0,228.0,4,44,13.7,0.4,1,3,2.5
76,3.6,273.6,4,40,10.6,0.8,5,1,2.5
38,2.9,110.2,2,33,3.8,0.2,5,1,1.0
69,2.9,200.1,7,27,13.3,1.1,5,3,2.0
23,2.9,66.7,2,43,4.0,0.4,1,2,1.0
17,3.7,62.9,2,34,3.1,0.2,2,3,1.0
45,3.4,153.0,3,37,6.9,0.4,1,3,1.5
54,3.5,189.0,6,37,10.7,1.1,4,3,2.0
50,3.3,165.0,3,30,8.6,0.6,2,3,1.5
38,3.2,121.6,3,31,4.6,0.4,2,2,1.5
20,3.3,66.0,2,36,2.0,0.3,2,2,1.0
80,3.1,248.0,6,33,13.3,0.9,2,2,2.5
98,3.8,372.4,11,30,13.0,1.9,3,2,3.5
89,2.9,258.1,6,41,15.6,0.8,1,1,3.0
18,3.5,63.0,1,42,2.8,0.2,2,2,1.0
93,3.5,325.5,11,28,16.6,1.4,1,3,3.5
20,3.2,64.0,1,31,2.4,0.1,4,2,1.0
65,2.9,188.5,5,27,10.0,0.6,1,2,2.0
76,3.8,288.8,7,40,13.7,1.2,5,2,2.5
71,3.6,255.6,5,27,9.4,0.6,1,3,2.5
80,3.9,312.0,5,41,14.5,0.7,3,1,3.0
93,3.1,288.3,5,30,10.6,1.0,2,3,3.0
89,3.9,347.1,5,34,15.9,1.0,3,1,3.0
22,3.2,70.4,1,34,2.3,0.2,1,2,1.0
40,3.0,120.0,3,34,4.0,0.4,4,3,1.5
65,3.0,195.0,5,30,10.1,0.9,5,3,2.0
59,3.1,182.9,4,38,6.4,0.7,2,2,2.0
58,3.8,220.4,3,36,9.7,0.5,2,1,2.0
19,3.1,58.9,2,40,2.8,0.3,5,1,1.0
84,3.6,302.4,7,27,14.7,0.7,5,3,2.5
40,3.2,128.0,4,30,5.5,0.4,2,2,1.5
82,3.3,270.6,6,32,11.3,1.0,1,2,2.5
33,4.0,132.0,2,37,3.6,0.3,2,2,1.5
98,3.5,343.0,6,25,14.0,1.1,1,3,3.0
34,3.6,122.4,3,40,5.3,0.4,3,2,1.5
26,3.1,80.6,2,38,4.2,0.3,2,1,1.0
61,3.0,183.0,4,44,10.6,0.6,4,2,2.0
15,3.4,51.0,1,43,2.2,0.1,5,2,1.0
28,4.0,112.0,2,25,5.4,0.4,5,3,1.0
78,3.1,241.8,6,44,14.6,0.7,3,3,2.5
52,3.7,192.4,3,38,5.5,0.5,1,3,2.0
51,4.0,204.0,6,43,8.1,1.0,5,3,2.0
25,4.1,102.5,2,27,3.8,0.4,5,1,1.0
91,4.2,382.2,8,42,12.3,0.9,4,1,3.0
17,3.9,66.3,2,26,2.4,0.4,2,3,1.0
47,2.9,136.3,5,30,8.5,0.9,4,3,1.5
20,4.0,80.0,1,25,3.5,0.2,5,1,1.0
64,4.0,256.0,4,29,8.4,0.4,5,2,2.0
24,3.6,86.4,2,25,3.6,0.3,5,3,1.0
19,2.9,55.1,1,37,3.6,0.2,1,2,1.0
37,3.5,129.5,3,34,5.0,0.6,3,3,1.5
24,3.1,74.4,3,42,3.2,0.3,4,2,1.0
58,3.4,197.2,6,42,6.4,1.1,1,3,2.5
16,3.8,60.8,1,26,1.7,0.2,1,2,1.0
27,3.7,99.9,2,33,3.0,0.3,3,1,1.0
54,3.9,210.6,3,30,8.6,0.5,3,2,2.0
16,3.5,56.0,1,41,2.1,0.1,1,3,1.0
98,3.5,343.0,11,36,16.2,1.3,1,1,3.5
79,4.1,323.9,7,28,9.6,1.1,4,1,2.5
77,3.7,284.9,6,30,12.0,1.1,5,3,2.5
87,3.8,330.6,9,40,12.0,1.0,1,1,3.0
31,3.7,114.7,4,34,6.0,0.7,2,1,1.5
23,3.7,85.1,2,44,3.4,0.2,2,2,1.0
89,4.1,364.9,5,28,9.0,0.9,3,3,3.0
29,3.3,95.7,2,39,4.9,0.4,4,1,1.0
